tile_id,seed_index,tile_path_id,h3_res,level,center_lat,center_lon,tile_size_m,geometry,children,checked,fetch_success,current
88194ad143fffff,65,65,8,0,51.48436031,-0.117550389,531.415,"POLYGON ((-0.1163260821006756 51.48883547906034, -0.1230316797418314 51.48764142602171, -0.124255506667133 51.48316600170335, -0.1187745170606921 51.47988489778317, -0.1120699855640625 51.48107899199183, -0.110845377640786 51.4855541489355, -0.1163260821006756 51.48883547906034))",0,False,False,False
88195da49dfffff,66,66,8,0,51.51746914,-0.146783419,531.415,"POLYGON ((-0.1455603850105172 51.52194368343691, -0.1522709422925054 51.520749118026366, -0.1534934953318697 51.516274318871396, -0.1480062739463062 51.512994352080774, -0.1412967838748579 51.514188958085406, -0.1400734480900305 51.51866349027133, -0.1455603850105172 51.52194368343691))",0,False,False,False
88194e69b7fffff,67,67,8,0,51.52758138,-0.041897597,531.415,"POLYGON ((-0.0406672361093833 51.53205236386801, -0.0473751194191357 51.53086471711523, -0.0486050000928295 51.52639348397196, -0.0431277775664507 51.52311016525556, -0.0364209624486832 51.52429785408472, -0.0351903017771664 51.52876881953884, -0.0406672361093833 51.53205236386801))",0,False,False,False
88194ad159fffff,68,68,8,0,51.48018386,-0.093182899,531.415,"POLYGON ((-0.09195703076919 51.484658492346284, -0.0986612422372624 51.48346578923682, -0.0998866307507632 51.478990899770224, -0.0944085880900646 51.47570898097732, -0.0877054427510653 51.476901725630704, -0.086479274055162 51.48137634751797, -0.09195703076919 51.484658492346284))",0,False,False,False
88194ad359fffff,69,69,8,0,51.51982665,-0.037651443,531.415,"POLYGON ((-0.0364209624486832 51.52429785408472, -0.0431277775664507 51.52311016525556, -0.0443577788199999 51.51863870896778, -0.0388817447309673 51.51535520925872, -0.0321759975390466 51.516542940261296, -0.0309452166221357 51.52101412878446, -0.0364209624486832 51.52429785408472))",0,False,False,False
88195da4ddfffff,70,70,8,0,51.53655924,-0.135178316,531.415,"POLYGON ((-0.1339540862087436 51.54103258173532, -0.1406664613738423 51.53983949056208, -0.1418902105989005 51.535365895833536, -0.1364023677051265 51.53208565920987, -0.1296910605320407 51.53327879105953, -0.1284665283724533 51.53775211884124, -0.1339540862087436 51.54103258173532))",0,False,False,False
88195da69bfffff,71,71,8,0,51.54727844,-0.074776065,531.415,"POLYGON ((-0.073547507871084 51.55174950986224, -0.0802589212265935 51.55056059673514, -0.0814869977385648 51.54608927554262, -0.0760044424930434 51.54280713479599, -0.0692940978798607 51.54399608943081, -0.0680652398817884 51.548467143289415, -0.073547507871084 51.55174950986224))",0,False,False,False
88195da691fffff,72,72,8,0,51.54937122,-0.086970442,531.415,"POLYGON ((-0.0857426668349162 51.55384255524049, -0.0924547759224355 51.552652966626994, -0.0936820705389102 51.54818137820278, -0.0881980380752671 51.54489964560862, -0.0814869977385648 51.54608927554262, -0.0802589212265935 51.55056059673514, -0.0857426668349162 51.55384255524049))",0,False,False,False
88195da6b7fffff,73,73,8,0,51.54222521,-0.127241817,531.415,"POLYGON ((-0.1260169269304747 51.54669806009786, -0.1327296769742539 51.54550568584282, -0.1339540862087436 51.54103258173532, -0.1284665283724533 51.53775211884124, -0.1217548465789755 51.53894453386253, -0.1205296544832724 51.543417370996444, -0.1260169269304747 51.54669806009786))",0,False,False,False
88194e69b5fffff,74,74,8,0,51.53533571,-0.046145059,531.415,"POLYGON ((-0.0449148190798143 51.53980646922639, -0.0516237708477641 51.538618864452815, -0.0528535307952435 51.53414785459797, -0.0473751194191357 51.53086471711523, -0.0406672361093833 51.53205236386801, -0.0394366958294409 51.53652310610928, -0.0449148190798143 51.53980646922639))",0,False,False,False
88195da4d5fffff,75,75,8,0,51.53089206,-0.143113781,531.415,"POLYGON ((-0.1418902105989005 51.535365895833536, -0.1486022106684861 51.534172087773996, -0.149825299998878 51.52969800251943, -0.14433717237912 51.52641799222921, -0.1376262400432606 51.52761184087534, -0.1364023677051265 51.53208565920987, -0.1418902105989005 51.535365895833536))",0,False,False,False
