local_tile,local_tiles,density,local_density
89197322da3ffff,"{'89197322dabffff', '89197322db3ffff', '89197322d87ffff', '89197335e4fffff', '89197322da3ffff', '89197335e6bffff', '89197322dbbffff', '89197322db7ffff', '89197322da7ffff', '89197335adbffff', '89197335e4bffff', '89197322d17ffff', '89197335e7bffff', '89197322d37ffff', '89197322d8fffff', '89197322d07ffff', '89197322dafffff', '89197322d33ffff', '89197335ad3ffff'}",1.0,6.0
89197322dc3ffff,"{'89197322c27ffff', '89197322d13ffff', '89197322d9bffff', '89197322d53ffff', '89197322d57ffff', '89197322dcbffff', '89197322c37ffff', '89197322d1bffff', '89197322dc7ffff', '89197322dd7ffff', '89197322ddbffff', '89197322cafffff', '89197322d8bffff', '8919733536fffff', '89197322dd3ffff', '89197322dc3ffff', '89197322dcfffff', '89197322ca7ffff', '8919733536bffff'}",16.0,245.0
89197322dc7ffff,"{'89197322d13ffff', '89197322d9bffff', '89197322d53ffff', '89197322d57ffff', '89197322d0bffff', '89197322d03ffff', '89197322dcbffff', '89197322d1bffff', '89197322dc7ffff', '89197322dd7ffff', '89197322ddbffff', '89197322d17ffff', '89197322d8bffff', '8919733536fffff', '89197322d83ffff', '89197322dd3ffff', '89197322d8fffff', '89197322dc3ffff', '89197322dcfffff'}",2.0,108.0
89197322dcbffff,"{'89197322c27ffff', '89197322c23ffff', '89197322c33ffff', '89197322d53ffff', '89197322d5bffff', '89197322d57ffff', '89197322dcbffff', '89197322c37ffff', '89197322c2fffff', '89197322d1bffff', '89197322dc7ffff', '89197322d43ffff', '89197322dd7ffff', '89197322ddbffff', '89197322cafffff', '89197322dd3ffff', '89197322dc3ffff', '89197322dcfffff', '89197322ca7ffff'}",28.0,349.0
89197322dcfffff,"{'89197322c27ffff', '89197322d13ffff', '89197322d47ffff', '89197322d53ffff', '89197322d5bffff', '89197322d57ffff', '89197322d0bffff', '89197322d03ffff', '89197322dcbffff', '89197322c37ffff', '89197322d1bffff', '89197322dc7ffff', '89197322d43ffff', '89197322dd7ffff', '89197322ddbffff', '89197322d8bffff', '89197322dd3ffff', '89197322dc3ffff', '89197322dcfffff'}",16.0,232.0
89197322dd3ffff,"{'89197335367ffff', '8919733537bffff', '89197322d9bffff', '89197322dcbffff', '89197322c37ffff', '89197322dc7ffff', '89197322dd7ffff', '89197322ddbffff', '89197322cafffff', '8919733536fffff', '89197322d8bffff', '89197335363ffff', '89197322dd3ffff', '89197322dc3ffff', '89197322ca3ffff', '89197322cb7ffff', '89197322dcfffff', '89197322ca7ffff', '8919733536bffff'}",1.0,215.0
89197322dd7ffff,"{'89197335367ffff', '89197322d13ffff', '89197322d9bffff', '89197322d93ffff', '89197322dcbffff', '89197322d1bffff', '89197322dc7ffff', '89197322dd7ffff', '89197322ddbffff', '89197322d8bffff', '8919733536fffff', '89197322d83ffff', '89197335363ffff', '89197322dd3ffff', '89197322d8fffff', '89197322dc3ffff', '89197322dcfffff', '89197322ca7ffff', '8919733536bffff'}",8.0,109.0
89197322ddbffff,"{'89197322c27ffff', '89197322c23ffff', '89197322c33ffff', '89197322d53ffff', '89197322dcbffff', '89197322cabffff', '89197322c37ffff', '89197322dc7ffff', '89197322dd7ffff', '89197322ddbffff', '89197322cafffff', '8919733536fffff', '89197322dd3ffff', '89197322dc3ffff', '89197322ca3ffff', '89197322cb7ffff', '89197322dcfffff', '89197322ca7ffff', '8919733536bffff'}",7.0,342.0
89197322e07ffff,"{'89197322e0bffff', '89197322e33ffff', '89197322e73ffff', '89197322e8fffff', '89197322ea3ffff', '89197322e37ffff', '89197322e1bffff', '89197322e07ffff', '89197322e77ffff', '89197322e17ffff', '89197322ebbffff', '89197322eabffff', '89197322e3bffff', '89197322e13ffff', '89197322e03ffff', '89197322e2bffff', '89197322eafffff', '89197322e0fffff', '89197322e23ffff'}",17.0,54.0
89197322e0bffff,"{'89197322e0bffff', '89197322e73ffff', '89197322e53ffff', '89197322e1bffff', '89197322ecfffff', '89197322e47ffff', '89197322e07ffff', '89197322e77ffff', '89197322ec7ffff', '89197322e17ffff', '89197322e63ffff', '89197322e7bffff', '89197322e57ffff', '89197322e3bffff', '89197322e4fffff', '89197322e03ffff', '89197322e13ffff', '89197322e43ffff', '89197322e0fffff'}",2.0,33.0
89197322e0fffff,"{'89197322e0bffff', '89197322e33ffff', '89197322e73ffff', '89197322e1bffff', '89197322e47ffff', '89197322e07ffff', '89197322e77ffff', '89197322e67ffff', '89197322e17ffff', '89197322e63ffff', '89197322e7bffff', '89197322eabffff', '89197322e57ffff', '89197322e3bffff', '89197322e13ffff', '89197322e03ffff', '89197322e2bffff', '89197322e0fffff', '89197322e23ffff'}",1.0,53.0
89197322e17ffff,"{'89197322e0bffff', '89197322e33ffff', '89197322e8fffff', '89197322ea3ffff', '89197322eb3ffff', '89197322e1bffff', '89197322e8bffff', '89197322e07ffff', '89197322ec7ffff', '89197322e83ffff', '89197322ebbffff', '89197322e17ffff', '89197322eabffff', '89197322e3bffff', '89197322e13ffff', '89197322e03ffff', '89197322e87ffff', '89197322eafffff', '89197322e0fffff'}",1.0,40.0
89197322e1bffff,"{'89197322e0bffff', '89197322e73ffff', '89197322e53ffff', '89197322e8fffff', '89197322ed7ffff', '89197322ecfffff', '89197322e8bffff', '89197322e1bffff', '89197322e47ffff', '89197322e07ffff', '89197322ecbffff', '89197322ec7ffff', '89197322e17ffff', '89197322e57ffff', '89197322ec3ffff', '89197322e13ffff', '89197322e03ffff', '89197322e43ffff', '89197322e0fffff'}",1.0,35.0
89197322e23ffff,"{'89197322e33ffff', '891973228cbffff', '89197322e37ffff', '8919732285bffff', '89197322e07ffff', '89197322a97ffff', '89197322e77ffff', '89197322a93ffff', '89197322e2fffff', '89197322e67ffff', '89197322eabffff', '89197322853ffff', '89197322e3bffff', '891973228dbffff', '89197322e2bffff', '89197322eafffff', '89197322e0fffff', '89197322e27ffff', '89197322e23ffff'}",1.0,58.0
89197322e2bffff,"{'89197322a9bffff', '89197322e33ffff', '89197322e73ffff', '89197322e37ffff', '8919732285bffff', '89197322e07ffff', '89197322a97ffff', '89197322e77ffff', '89197322a93ffff', '89197322e67ffff', '89197322e2fffff', '89197322e63ffff', '89197322e3bffff', '89197322e6fffff', '89197322e2bffff', '89197322e0fffff', '89197322a83ffff', '89197322e27ffff', '89197322e23ffff'}",15.0,44.0
89197322e2fffff,"{'89197322a9bffff', '89197322e33ffff', '89197322a87ffff', '891973228cbffff', '8919732284bffff', '89197322e37ffff', '8919732285bffff', '89197322a97ffff', '89197322e77ffff', '89197322a93ffff', '89197322e67ffff', '89197322e2fffff', '89197322843ffff', '89197322853ffff', '89197322e3bffff', '89197322e2bffff', '89197322a83ffff', '89197322e27ffff', '89197322e23ffff'}",4.0,27.0
89197322e33ffff,"{'89197322e33ffff', '89197322ea3ffff', '891973228cbffff', '89197322e37ffff', '89197322e07ffff', '89197322e77ffff', '89197322e2fffff', '89197322e17ffff', '89197322ebbffff', '89197322eabffff', '89197322e3bffff', '891973228dbffff', '89197322e03ffff', '89197322e2bffff', '89197322eafffff', '89197322e0fffff', '89197322ea7ffff', '89197322e27ffff', '89197322e23ffff'}",3.0,70.0
89197322e3bffff,"{'89197322e0bffff', '89197322e33ffff', '89197322e73ffff', '89197322e37ffff', '89197322e07ffff', '89197322e77ffff', '89197322a93ffff', '89197322e67ffff', '89197322e2fffff', '89197322e63ffff', '89197322e17ffff', '89197322eabffff', '89197322e3bffff', '89197322e03ffff', '89197322e2bffff', '89197322eafffff', '89197322e0fffff', '89197322e27ffff', '89197322e23ffff'}",1.0,59.0
89197322e43ffff,"{'89197322e0bffff', '89197322e73ffff', '89197322e53ffff', '89197322e5bffff', '891973205b7ffff', '89197322e1bffff', '89197322ecfffff', '89197322e4bffff', '89197322e47ffff', '89197320587ffff', '89197322ecbffff', '891973205b3ffff', '89197322e7bffff', '89197322e57ffff', '89197320597ffff', '89197322e4fffff', '89197322327ffff', '89197322e43ffff', '8919732232fffff'}",2.0,9.0
89197322e4fffff,"{'89197322e0bffff', '89197322e73ffff', '891973205a3ffff', '89197322e53ffff', '89197322e5bffff', '891973205b7ffff', '891973205a7ffff', '89197322e4bffff', '89197322e47ffff', '89197320587ffff', '891973205b3ffff', '89197322e63ffff', '89197322e7bffff', '89197322e57ffff', '89197320597ffff', '89197322e4fffff', '89197322e43ffff', '891973205bbffff', '89197322e6bffff'}",2.0,9.0
89197322e57ffff,"{'89197322e0bffff', '89197322e73ffff', '89197322e53ffff', '89197322e5bffff', '89197322e1bffff', '89197322ecfffff', '89197322e4bffff', '89197322e47ffff', '89197322ecbffff', '89197322ec7ffff', '89197322e7bffff', '89197322e57ffff', '89197322ec3ffff', '89197322e4fffff', '89197322e03ffff', '89197322e13ffff', '89197322e43ffff', '89197322e0fffff', '89197322327ffff'}",1.0,19.0
89197322e63ffff,"{'89197322a9bffff', '89197322e0bffff', '89197322e73ffff', '891973205b7ffff', '891973205a7ffff', '89197322e47ffff', '89197322e77ffff', '89197322a93ffff', '89197322e67ffff', '89197322ad7ffff', '89197322ad3ffff', '89197322e7bffff', '89197322e63ffff', '89197322e3bffff', '89197322e4fffff', '89197322e6fffff', '89197322e2bffff', '89197322e0fffff', '89197322e6bffff'}",2.0,23.0
89197322ea7ffff,"{'89197322e33ffff', '89197322eb7ffff', '89197322ea3ffff', '89197322c7bffff', '89197322c6bffff', '89197322eb3ffff', '891973228cbffff', '89197322e37ffff', '891973228c3ffff', '891973228d7ffff', '89197322c6fffff', '89197322c63ffff', '89197322ebbffff', '89197322eabffff', '89197322c4fffff', '891973228dbffff', '891973228d3ffff', '89197322eafffff', '89197322ea7ffff'}",11.0,46.0
89197322eabffff,"{'89197322e33ffff', '89197322eb7ffff', '89197322e8fffff', '89197322ea3ffff', '89197322eb3ffff', '89197322e37ffff', '89197322e07ffff', '89197322e17ffff', '89197322ebbffff', '89197322eabffff', '89197322e3bffff', '891973228dbffff', '89197322e13ffff', '89197322e03ffff', '89197322e87ffff', '89197322eafffff', '89197322e0fffff', '89197322ea7ffff', '89197322e23ffff'}",8.0,55.0
89197322eafffff,"{'89197322e33ffff', '89197322eb7ffff', '89197322ea3ffff', '89197322c6bffff', '89197322eb3ffff', '891973228cbffff', '89197322e37ffff', '891973228c3ffff', '89197322e07ffff', '89197322e17ffff', '89197322ebbffff', '89197322eabffff', '89197322e3bffff', '891973228dbffff', '891973228d3ffff', '89197322eafffff', '89197322ea7ffff', '89197322e27ffff', '89197322e23ffff'}",4.0,61.0
89197322eb7ffff,"{'89197322c73ffff', '89197322c43ffff', '89197322eb7ffff', '89197322ea3ffff', '89197322c7bffff', '89197322c6bffff', '89197322eb3ffff', '89197322c4bffff', '89197322c6fffff', '89197322c63ffff', '89197322ebbffff', '89197322eabffff', '89197322c4fffff', '891973228dbffff', '89197322c47ffff', '891973228d3ffff', '89197322e87ffff', '89197322eafffff', '89197322ea7ffff'}",7.0,37.0
89197322ec3ffff,"{'89197322edbffff', '89197322e53ffff', '89197322ed7ffff', '89197322e1bffff', '89197322e8bffff', '89197322ecfffff', '89197322e9bffff', '8919732216bffff', '89197322ecbffff', '89197322ec7ffff', '89197322ed3ffff', '89197322e57ffff', '891973223a7ffff', '89197322ec3ffff', '8919732216fffff', '89197322337ffff', '89197322e13ffff', '89197322327ffff', '891973223afffff'}",7.0,19.0
89197322ec7ffff,"{'89197322edbffff', '89197322e0bffff', '89197322e53ffff', '89197322e8fffff', '89197322ed7ffff', '89197322e1bffff', '89197322e8bffff', '89197322ecfffff', '89197322e9bffff', '89197322ecbffff', '89197322ec7ffff', '89197322ed3ffff', '89197322e83ffff', '89197322e17ffff', '89197322e57ffff', '89197322ec3ffff', '8919732216fffff', '89197322e13ffff', '89197322e03ffff'}",2.0,22.0
89197322ecfffff,"{'89197322edbffff', '89197322e0bffff', '89197322e53ffff', '89197322e5bffff', '89197322ed7ffff', '89197322e1bffff', '89197322e8bffff', '89197322ecfffff', '89197322e47ffff', '89197322ecbffff', '89197322ec7ffff', '89197322ed3ffff', '89197322e57ffff', '89197322ec3ffff', '89197322337ffff', '89197322e13ffff', '89197322e03ffff', '89197322e43ffff', '89197322327ffff'}",1.0,19.0
89197322ed3ffff,"{'89197322edbffff', '891973223a3ffff', '89197322163ffff', '89197322ed7ffff', '89197322ecfffff', '89197322e8bffff', '89197322e9bffff', '8919732216bffff', '89197322ecbffff', '89197322ec7ffff', '8919732217bffff', '89197322ed3ffff', '89197322167ffff', '891973223a7ffff', '89197322ec3ffff', '8919732216fffff', '89197322337ffff', '891973223afffff', '891973223b7ffff'}",3.0,20.0
891973231b3ffff,"{'8919732226bffff', '891973231a3ffff', '891973231afffff', '8919732224fffff', '891973231b3ffff', '8919732224bffff', '89197323183ffff', '89197323187ffff', '89197322243ffff', '891973231bbffff', '8919732225bffff', '891973231a7ffff', '891973231abffff', '8919732227bffff', '891973231b7ffff', '8919732318fffff', '89197323117ffff', '89197323197ffff', '89197322247ffff'}",1.0,1.0
89197323593ffff,"{'8919732358bffff', '89197323593ffff', '89197331b6fffff', '891973235d7ffff', '8919732264bffff', '89197331b2fffff', '89197331b63ffff', '89197323587ffff', '89197331b23ffff', '89197323583ffff', '8919732358fffff', '89197323597ffff', '89197331b77ffff', '89197331b2bffff', '89197331b67ffff', '89197331b27ffff', '8919732359bffff', '8919732265bffff', '89197331b3bffff'}",2.0,7.0
89197323597ffff,"{'8919732358bffff', '89197323593ffff', '89197322653ffff', '8919732264fffff', '8919732264bffff', '89197331b2fffff', '89197322643ffff', '89197323587ffff', '89197323583ffff', '89197331b23ffff', '891973235bbffff', '8919732358fffff', '89197323597ffff', '89197331b2bffff', '89197331b67ffff', '89197331b27ffff', '8919732359bffff', '891973235b3ffff', '8919732265bffff'}",2.0,7.0
8919732444bffff,"{'8919732468fffff', '89197324453ffff', '89197324457ffff', '8919732445bffff', '891973246b3ffff', '8919732444bffff', '891973246b7ffff', '891973246bbffff', '89197324443ffff', '89197324687ffff', '89197327127ffff', '8919732447bffff', '89197324683ffff', '89197324697ffff', '89197324693ffff', '8919732444fffff', '891973246a3ffff', '89197324447ffff', '8919732712fffff'}",1.0,5.0
89197324697ffff,"{'8919732468fffff', '89197324453ffff', '8919732445bffff', '891973246b3ffff', '8919732444bffff', '89197327123ffff', '891973246bbffff', '89197324443ffff', '89197324687ffff', '8919732469bffff', '89197327127ffff', '89197327167ffff', '89197324683ffff', '89197324697ffff', '89197324693ffff', '8919732712bffff', '8919732444fffff', '8919732468bffff', '8919732712fffff'}",2.0,5.0
89197325097ffff,"{'89197325553ffff', '8919732542fffff', '891973250bbffff', '8919732554bffff', '89197325543ffff', '89197325097ffff', '89197325093ffff', '891973250b3ffff', '8919732508bffff', '8919732554fffff', '8919732542bffff', '8919732509bffff', '8919732555bffff', '8919732508fffff', '89197325427ffff', '89197325467ffff', '89197325423ffff', '89197325087ffff', '89197325083ffff'}",2.0,2.0
89197325447ffff,"{'89197325443ffff', '891973256b7ffff', '89197325473ffff', '89197325453ffff', '89197325403ffff', '8919732544bffff', '89197325447ffff', '8919732540fffff', '8919732546bffff', '8919732544fffff', '89197325477ffff', '89197325457ffff', '8919732545bffff', '89197325463ffff', '8919732541bffff', '891973256b3ffff', '8919732547bffff', '891973254cfffff', '8919732540bffff'}",1.0,2.0
8919732546bffff,"{'891973250dbffff', '891973256b7ffff', '891973256afffff', '8919732546fffff', '89197325473ffff', '891973256a7ffff', '89197325447ffff', '891973250d3ffff', '8919732546bffff', '8919732509bffff', '8919732544fffff', '89197325477ffff', '89197325463ffff', '89197325467ffff', '891973250c3ffff', '891973256b3ffff', '8919732547bffff', '891973256a3ffff', '891973250d7ffff'}",1.0,2.0
89197326263ffff,"{'89197326247ffff', '8919732624fffff', '8919732626fffff', '89197326263ffff', '8919732449bffff', '891973271a7ffff', '8919732627bffff', '891973271b7ffff', '89197326277ffff', '891973244d7ffff', '8919732623bffff', '8919732620bffff', '891973244d3ffff', '8919732626bffff', '89197326267ffff', '8919732620fffff', '89197324493ffff', '8919732622bffff', '89197326273ffff'}",3.0,7.0
89197326273ffff,"{'89197326247ffff', '8919732624fffff', '89197326207ffff', '8919732626fffff', '89197326263ffff', '89197326257ffff', '89197326243ffff', '8919732621bffff', '8919732627bffff', '891973271b7ffff', '89197326277ffff', '8919732620bffff', '8919732623bffff', '8919732626bffff', '89197326267ffff', '8919732620fffff', '8919732622bffff', '89197326273ffff', '89197326203ffff'}",1.0,7.0
8919732667bffff,"{'891973275a7ffff', '8919732660bffff', '8919732664fffff', '89197326643ffff', '891973275b3ffff', '8919732666fffff', '891973275b7ffff', '8919732667bffff', '89197326657ffff', '8919732666bffff', '891973275a3ffff', '89197326647ffff', '8919732664bffff', '891973262d3ffff', '89197326677ffff', '89197326667ffff', '8919732660fffff', '89197326673ffff', '89197326663ffff'}",1.0,1.0
891973270cfffff,"{'891973270cfffff', '891973270c7ffff', '8919732701bffff', '891973270cbffff', '89197327627ffff', '891973270d7ffff', '89197327057ffff', '89197327013ffff', '8919732708bffff', '891973270d3ffff', '8919732705bffff', '89197327053ffff', '89197327637ffff', '89197327043ffff', '89197327003ffff', '89197327047ffff', '891973270dbffff', '891973270c3ffff', '8919732700bffff'}",1.0,1.0
89197327103ffff,"{'891973271c7ffff', '89197327157ffff', '89197327173ffff', '89197327107ffff', '8919732718bffff', '89197327117ffff', '8919732711bffff', '891973271cfffff', '89197327133ffff', '891973271abffff', '8919732710bffff', '89197327103ffff', '89197327177ffff', '8919732713bffff', '8919732710fffff', '89197327113ffff', '89197327147ffff', '8919732718fffff', '891973271bbffff'}",1.0,18.0
89197327113ffff,"{'891973271d7ffff', '891973271c7ffff', '89197327157ffff', '89197327107ffff', '8919732718bffff', '89197327187ffff', '8919732719bffff', '89197327117ffff', '8919732711bffff', '891973271cfffff', '891973271abffff', '89197327103ffff', '8919732710bffff', '89197327183ffff', '8919732710fffff', '89197327113ffff', '8919732718fffff', '891973271bbffff', '891973271c3ffff'}",13.0,19.0
8919732712fffff,"{'89197324453ffff', '8919732445bffff', '89197327123ffff', '8919732444bffff', '891973244cbffff', '89197324443ffff', '89197327137ffff', '89197324687ffff', '8919732469bffff', '89197327127ffff', '89197327167ffff', '89197324683ffff', '89197327133ffff', '89197327177ffff', '89197324697ffff', '89197324693ffff', '8919732713bffff', '8919732712bffff', '8919732712fffff'}",2.0,5.0
8919732718bffff,"{'891973271d7ffff', '89197327197ffff', '891973271c7ffff', '8919732718bffff', '89197327187ffff', '8919732719bffff', '891973271d3ffff', '8919732756fffff', '89197327117ffff', '89197327193ffff', '8919732711bffff', '891973271cfffff', '89197327103ffff', '89197327183ffff', '89197327113ffff', '89197327567ffff', '8919732718fffff', '891973271bbffff', '891973271c3ffff'}",2.0,20.0
891973271b7ffff,"{'89197326247ffff', '8919732624fffff', '8919732626fffff', '89197326263ffff', '891973271afffff', '89197326243ffff', '891973271a7ffff', '8919732627bffff', '8919732624bffff', '891973271b7ffff', '89197327187ffff', '891973271a3ffff', '891973271b3ffff', '891973271abffff', '891973244dbffff', '891973244d3ffff', '8919732626bffff', '891973271bbffff', '89197326273ffff'}",3.0,7.0
891973271c7ffff,"{'891973271d7ffff', '891973271c7ffff', '89197327157ffff', '891973271dbffff', '8919732718bffff', '8919732756fffff', '8919732719bffff', '891973271d3ffff', '89197327153ffff', '89197327117ffff', '8919732711bffff', '891973271cbffff', '891973271cfffff', '89197327103ffff', '8919732710bffff', '89197327183ffff', '89197327113ffff', '8919732718fffff', '891973271c3ffff'}",2.0,20.0
891973271d7ffff,"{'891973271d7ffff', '891973271c7ffff', '891973271dbffff', '89197327563ffff', '8919732718bffff', '8919732756fffff', '8919732719bffff', '891973271d3ffff', '89197327193ffff', '8919732711bffff', '891973271cbffff', '891973271cfffff', '891973270a7ffff', '89197327183ffff', '89197327113ffff', '89197327567ffff', '8919732718fffff', '891973271c3ffff', '8919732756bffff'}",1.0,19.0
